group,bin_mid,norm_density
fish-only,48,0.00325
combined,52.8,0.0361458333333333
fish-only,48,0.007140625
combined,52.8,0.01478125
fish-only,48,0.020675
combined,52.8,0.0357625
fish-only,48,0.0176666666666667
combined,52.8,0.0206354166666667
fish-only,48,0.005390625
combined,52.8,0.014953125
fish-only,48,0.029875
combined,52.8,0.040984375
fish-only,48,0.015921875
combined,52.8,0.016453125
fish-only,48,0.0093125
combined,52.8,0.022765625
fish-only,48,0.0031
combined,52.8,0.006625
fish-only,48,0.00916145833333333
combined,52.8,0.0209322916666667
fish-only,48,0.00491666666666667
combined,52.8,0.00579166666666667
fish-only,48,0.0020625
combined,52.8,0.0058125
fish-only,48,0.00175
combined,52.8,0.0088125
fish-only,48,0.0016875
combined,52.8,0.0016875
fish-only,48,0.007625
combined,52.8,0.0090625
fish-only,48,0.004
combined,52.8,0.0043125
fish-only,48,0.002875
combined,52.8,0.0060625
fish-only,48,0.001375
combined,52.8,0.0018125
fish-only,48,0.0176875
combined,52.8,0.018375
fish-only,48,0.0036875
combined,52.8,0.006625
fish-only,48,0.002875
combined,52.8,0.0030625
fish-only,48,0.002375
combined,52.8,0.002375
fish-only,48,6.77083333333334e-05
combined,52.8,0.003796875
fish-only,48,7.8125e-06
combined,52.8,0.00071875
fish-only,48,0.003375
combined,52.8,0.009125
fish-only,48,0.00375
combined,52.8,0.006
fish-only,48,0.0061875
combined,52.8,0.0185
fish-only,48,0.0033125
combined,52.8,0.0044375
fish-only,48,0.0074375
combined,52.8,0.0249375
fish-only,48,0.0025
combined,52.8,0.00253125
fish-only,48,0.015453125
combined,52.8,0.0155625
fish-only,48,0.0053125
combined,52.8,0.00535416666666667
fish-only,48,0.00454166666666667
combined,52.8,0.00454166666666667
fish-only,48,0.00366666666666667
combined,52.8,0.00375
fish-only,48,0.0059375
combined,52.8,0.006
fish-only,48,0.0050625
combined,52.8,0.00525
fish-only,48,0.005
combined,52.8,0.005
fish-only,48,0.0160535714285714
combined,52.8,0.0161160714285714
fish-only,48,0.02734375
combined,52.8,0.0276875
fish-only,48,0.014875
combined,52.8,0.014953125
fish-only,48,0.057515625
combined,52.8,0.057828125
fish-only,48,0.01946875
combined,52.8,0.019578125
fish-only,48,0.021515625
combined,52.8,0.021515625
fish-only,48,0.00225
combined,52.8,0.00388541666666667
fish-only,48,0.005
combined,52.8,0.0050625
fish-only,48,0.009125
combined,52.8,0.009125
fish-only,48,0.0068125
combined,52.8,0.006984375
fish-only,48,0.0049375
combined,52.8,0.00540625
fish-only,48,0.004578125
combined,52.8,0.004671875
fish-only,48,0.00591666666666667
combined,52.8,0.006
fish-only,48,0.00190625
combined,52.8,0.0020625
fish-only,48,0.0045625
combined,52.8,0.0049375
fish-only,48,0.0060625
combined,52.8,0.0060625
fish-only,48,0.01125
combined,52.8,0.01153125
fish-only,48,0.003875
combined,52.8,0.003875
fish-only,48,0.00440625
combined,52.8,0.004765625
fish-only,48,0.006125
combined,52.8,0.006125
fish-only,48,0.004921875
combined,52.8,0.00503125
fish-only,48,0.00365625
combined,52.8,0.004875
fish-only,48,0.00503125
combined,52.8,0.005296875
fish-only,48,0.011375
combined,52.8,0.011375
fish-only,48,0.0034375
combined,52.8,0.0054375
fish-only,48,0.002875
combined,52.8,0.00309375
fish-only,48,0.0025625
combined,52.8,0.00409375
fish-only,48,0.02153125
combined,52.8,0.02153125
fish-only,48,0.004625
combined,52.8,0.004625
fish-only,48,0.004109375
combined,52.8,0.004125
fish-only,48,0.0076875
combined,52.8,0.0158125
fish-only,48,0.0015
combined,52.8,0.001875
fish-only,48,0.00275
combined,52.8,0.003375
fish-only,48,0.004
combined,52.8,0.00440625
fish-only,48,0.01028125
combined,52.8,0.010875
fish-only,48,0.00846875
combined,52.8,0.01046875
fish-only,48,0.00334375
combined,52.8,0.003796875
fish-only,48,0.00578125
combined,52.8,0.00621875
fish-only,48,0.004609375
combined,52.8,0.0163125
fish-only,48,0.00984375
combined,52.8,0.01
fish-only,48,0.003421875
combined,52.8,0.005671875
fish-only,48,0.005625
combined,52.8,0.0056875
fish-only,48,0.00765625
combined,52.8,0.00775
fish-only,48,0.002671875
combined,52.8,0.002875
fish-only,48,0.0024375
combined,52.8,0.0024375
fish-only,48,0.004109375
combined,52.8,0.007421875
fish-only,48,0.007875
combined,52.8,0.00815625
fish-only,48,0.00528125
combined,52.8,0.00540625
fish-only,48,0.00184375
combined,52.8,0.00184375
fish-only,48,0.00234375
combined,52.8,0.003375
fish-only,48,0.005671875
combined,52.8,0.0056875
fish-only,48,0.0056875
combined,52.8,0.00659375
fish-only,48,0.01646875
combined,52.8,0.016546875
fish-only,48,0.00925
combined,52.8,0.00959375
fish-only,48,0.005
combined,52.8,0.00534375
fish-only,48,0.0036875
combined,52.8,0.004296875
fish-only,48,0.006453125
combined,52.8,0.00725
fish-only,48,0.00453125
combined,52.8,0.00459375
fish-only,48,0.005875
combined,52.8,0.006515625
fish-only,48,0.00471875
combined,52.8,0.00475
fish-only,48,0.006125
combined,52.8,0.00634375
fish-only,48,0.004953125
combined,52.8,0.005125
fish-only,48,0.00628125
combined,52.8,0.00628125
fish-only,48,0.008796875
combined,52.8,0.009765625
fish-only,48,0.00515625
combined,52.8,0.005359375
fish-only,48,0.01134375
combined,52.8,0.011578125
fish-only,48,0.010765625
combined,52.8,0.010875
fish-only,48,0.004484375
combined,52.8,0.004578125
fish-only,48,0.0035
combined,52.8,0.0035
fish-only,48,0.002734375
combined,52.8,0.0028125
fish-only,48,0.00675
combined,52.8,0.0068125
fish-only,48,0.005578125
combined,52.8,0.005625
fish-only,48,0.00278125
combined,52.8,0.002875
fish-only,48,0.004359375
combined,52.8,0.0045625
fish-only,48,0.003046875
combined,52.8,0.0035625
fish-only,48,0.0014375
combined,52.8,0.001625
fish-only,48,0.00584375
combined,52.8,0.005875
fish-only,48,0.0058125
combined,52.8,0.0058125
fish-only,48,0.006953125
combined,52.8,0.00703125
fish-only,48,0.003
combined,52.8,0.00303125
fish-only,48,0.0043125
combined,52.8,0.0043125
fish-only,48,0.003015625
combined,52.8,0.003015625
fish-only,48,0.006546875
combined,52.8,0.006546875
fish-only,48,0.008828125
combined,52.8,0.00896875
fish-only,48,0.011125
combined,52.8,0.011171875
fish-only,48,0.006703125
combined,52.8,0.006703125
fish-only,48,0.01740625
combined,52.8,0.017421875
fish-only,48,0.005515625
combined,52.8,0.0055625
fish-only,48,0.008125
combined,52.8,0.008171875
fish-only,48,0.008359375
combined,52.8,0.008390625
fish-only,48,0.00620833333333333
combined,52.8,0.00622916666666667
fish-only,48,0.007
combined,52.8,0.007140625
fish-only,48,0.0074375
combined,52.8,0.007515625
fish-only,48,0.0055
combined,52.8,0.006
fish-only,48,0.0064375
combined,52.8,0.006515625
fish-only,48,0.007765625
combined,52.8,0.00784375
fish-only,48,0.00553125
combined,52.8,0.00565625
fish-only,48,0.012546875
combined,52.8,0.012609375
fish-only,48,0.010625
combined,52.8,0.010765625
fish-only,48,0.001
combined,52.8,0.00125
fish-only,48,0.006859375
combined,52.8,0.006875
fish-only,48,0.0044375
combined,52.8,0.0045625
fish-only,48,0.00975
combined,52.8,0.009765625
fish-only,48,0.00459375
combined,52.8,0.0046875
fish-only,48,0.010234375
combined,52.8,0.010328125
fish-only,48,0.008328125
combined,52.8,0.008359375
fish-only,48,0.00515625
combined,52.8,0.00525
fish-only,48,0.00344791666666667
combined,52.8,0.00427083333333333
fish-only,48,0.006328125
combined,52.8,0.031625
fish-only,48,0.005265625
combined,52.8,0.005296875
fish-only,48,0.002875
combined,52.8,0.00290625
fish-only,48,0.01459375
combined,52.8,0.01459375
fish-only,48,0.005125
combined,52.8,0.005125
fish-only,48,0.0041875
combined,52.8,0.0041875
fish-only,48,0.0101875
combined,52.8,0.010625
fish-only,48,0.0049375
combined,52.8,0.0049375
fish-only,48,0.0111041666666667
combined,52.8,0.0111041666666667
fish-only,48,0.0368125
combined,52.8,0.0368125
fish-only,48,0.003975
combined,52.8,0.004
fish-only,48,0.0085625
combined,52.8,0.0778125
fish-only,48,0.00275
combined,52.8,0.0028125
fish-only,48,0.00975
combined,52.8,0.009765625
fish-only,48,0.0040625
combined,52.8,0.00425
fish-only,48,0.00278125
combined,52.8,0.0028125
fish-only,48,0.00859375
combined,52.8,0.008625
fish-only,48,0.004375
combined,52.8,0.00440625
fish-only,48,0.011625
combined,52.8,0.011625
fish-only,48,0.00178125
combined,52.8,0.00178125
fish-only,48,0.01140625
combined,52.8,0.01146875
fish-only,48,0.0025
combined,52.8,0.0025
fish-only,48,0.0024375
combined,52.8,0.029296875
fish-only,48,0.0036875
combined,52.8,0.0036875
fish-only,48,0.00421875
combined,52.8,0.00425
fish-only,48,0.00396875
combined,52.8,0.00446875
fish-only,48,0.0025625
combined,52.8,0.00271875
fish-only,48,0.002125
combined,52.8,0.00609375
fish-only,48,0.0101875
combined,52.8,0.012125
fish-only,48,0.0096875
combined,52.8,0.0096875
fish-only,48,0.00246875
combined,52.8,0.00490625
fish-only,48,0.0049375
combined,52.8,0.0050625
fish-only,48,0.0031875
combined,52.8,0.00321875
fish-only,48,0.00171875
combined,52.8,0.003234375
fish-only,48,0.00584375
combined,52.8,0.00590625
fish-only,48,0.002625
combined,52.8,0.002625
fish-only,48,0.0039375
combined,52.8,0.034625
fish-only,48,0.00225
combined,52.8,0.00375
fish-only,48,0.0018125
combined,52.8,0.00190625
fish-only,48,0.0010625
combined,52.8,0.0010625
fish-only,48,0.00221875
combined,52.8,0.0024375
fish-only,48,0.0015625
combined,52.8,0.00159375
fish-only,48,0.00135416666666667
combined,52.8,0.00170833333333333
fish-only,48,0.0071875
combined,52.8,0.00775
fish-only,48,0.002171875
combined,52.8,0.008640625
fish-only,48,0.001875
combined,52.8,0.004734375
fish-only,48,0.00125
combined,52.8,0.0195625
fish-only,48,0.00310416666666667
combined,52.8,0.00520833333333333
fish-only,48,0.0018125
combined,52.8,0.019859375
fish-only,48,0.00140625
combined,52.8,0.0168125
fish-only,48,0.0049375
combined,52.8,0.00528125
fish-only,48,0.00253125
combined,52.8,0.007078125
fish-only,48,0.003765625
combined,52.8,0.03209375
fish-only,48,0.00404166666666667
combined,52.8,0.00416666666666667
fish-only,48,0.0009375
combined,52.8,0.00125
fish-only,48,0.0060625
combined,52.8,0.006578125
fish-only,48,0.001890625
combined,52.8,0.007125
fish-only,48,0.0011875
combined,52.8,0.00165625
fish-only,48,0.00184375
combined,52.8,0.019046875
fish-only,48,0.00096875
combined,52.8,0.0166875
fish-only,48,0.00153125
combined,52.8,0.00159375
fish-only,48,0.005640625
combined,52.8,0.0064375
fish-only,48,0.00846875
combined,52.8,0.008546875
fish-only,48,0.00490625
combined,52.8,0.0055
fish-only,48,0.0033125
combined,52.8,0.00335416666666667
fish-only,48,0.002796875
combined,52.8,0.00296875
fish-only,48,0.002421875
combined,52.8,0.00415625
fish-only,48,0.003109375
combined,52.8,0.02253125
fish-only,48,0.0026875
combined,52.8,0.00578125
fish-only,48,0.005953125
combined,52.8,0.026234375
fish-only,48,0.004109375
combined,52.8,0.06265625
fish-only,48,0.00196875
combined,52.8,0.00725
fish-only,48,0.0050625
combined,52.8,0.017140625
fish-only,48,0.002515625
combined,52.8,0.012484375
fish-only,48,0.00634375
combined,52.8,0.00859375
fish-only,48,0.00659375
combined,52.8,0.00673958333333333
fish-only,48,0.00134375
combined,52.8,0.01853125
fish-only,48,0.002671875
combined,52.8,0.02009375
fish-only,48,0.007625
combined,52.8,0.008
fish-only,48,0.00340625
combined,52.8,0.008515625
fish-only,48,0.00390625
combined,52.8,0.00846875
fish-only,48,0.002359375
combined,52.8,0.003171875
fish-only,48,0.0025
combined,52.8,0.00340625
fish-only,48,0.00353125
combined,52.8,0.0041875
fish-only,48,0.00509375
combined,52.8,0.00509375
fish-only,48,0.002
combined,52.8,0.00225
fish-only,48,0.00366666666666667
combined,52.8,0.00435416666666667
fish-only,48,0.01334375
combined,52.8,0.03165625
fish-only,48,0.0030625
combined,52.8,0.00334375
fish-only,48,0.000171875
combined,52.8,0.0025
fish-only,48,0.00284375
combined,52.8,0.00559375
fish-only,48,0.0031875
combined,52.8,0.01209375
fish-only,48,0.0021875
combined,52.8,0.0023125
fish-only,48,0.0043125
combined,52.8,0.004875
fish-only,48,0.00915625
combined,52.8,0.0095
fish-only,48,0.004375
combined,52.8,0.00459375
fish-only,48,0.0031875
combined,52.8,0.0034375
fish-only,48,0.00314583333333333
combined,52.8,0.00463541666666667
fish-only,48,0.0035625
combined,52.8,0.00365625
fish-only,48,0.003375
combined,52.8,0.0035
fish-only,48,0.00128125
combined,52.8,0.00128125
fish-only,48,0.000625
combined,52.8,0.000625
fish-only,48,0.022375
combined,52.8,0.0224375
fish-only,48,0.00890625
combined,52.8,0.00903125
fish-only,48,0.00753125
combined,52.8,0.0093125
fish-only,48,0.0075625
combined,52.8,0.0076875
fish-only,48,0.0078125
combined,52.8,0.0080625
fish-only,48,0.01121875
combined,52.8,0.01134375
fish-only,48,0.0056875
combined,52.8,0.00646875
fish-only,48,0.0050625
combined,52.8,0.00521875
fish-only,48,0.0048125
combined,52.8,0.00490625
fish-only,48,0.00315625
combined,52.8,0.0031875
fish-only,48,0.0116875
combined,52.8,0.01175
fish-only,48,0.001
combined,52.8,0.001
fish-only,48,0.0008125
combined,52.8,0.00084375
fish-only,48,0.0019375
combined,52.8,0.005375
fish-only,48,0.00525
combined,52.8,0.00871875
fish-only,48,0.00540625
combined,52.8,0.0061875
fish-only,48,0.00246875
combined,52.8,0.00259375
fish-only,48,0.00021875
combined,52.8,0.05296875
fish-only,48,3.125e-05
combined,52.8,0.00559375
fish-only,48,0.000125
combined,52.8,0.0006875
fish-only,48,0.001125
combined,52.8,0.0228125
fish-only,48,0.000270833333333333
combined,52.8,0.0013125
fish-only,48,0.000979166666666667
combined,52.8,0.0225208333333333
fish-only,48,0.0003125
combined,52.8,0.0030625
fish-only,48,0.00034375
combined,52.8,0.008625
fish-only,48,0.00053125
combined,52.8,0.011125
fish-only,48,6.25e-05
combined,52.8,0.040375
fish-only,48,0.00034375
combined,52.8,0.03240625
fish-only,48,0.00071875
combined,52.8,0.00440625
fish-only,48,5e-04
combined,52.8,0.0055
fish-only,48,0.0001875
combined,52.8,0.001125
fish-only,48,0.000734375
combined,52.8,0.015109375
fish-only,48,0.000234375
combined,52.8,0.012109375
fish-only,48,0.000609375
combined,52.8,0.005234375
fish-only,48,0.000625
combined,52.8,0.0026875
fish-only,48,0.000479166666666667
combined,52.8,0.0179791666666667
fish-only,48,0.0006875
combined,52.8,0.003625
fish-only,48,0.00040625
combined,52.8,0.00290625
fish-only,48,0.00059375
combined,52.8,0.0029375
fish-only,48,0.000270833333333333
combined,52.8,0.0237916666666667
fish-only,48,0.000375
combined,52.8,0.0008125
fish-only,48,0.0001875
combined,52.8,0.0079375
fish-only,48,0.000260416666666667
combined,52.8,0.012125
fish-only,48,3.125e-05
combined,52.8,0.01040625
fish-only,48,0.00246875
combined,52.8,0.00284375
fish-only,48,0.000359375
combined,52.8,0.001546875
fish-only,48,0.000375
combined,52.8,0.00265625
fish-only,48,6.25e-05
combined,52.8,0.00371875
fish-only,48,0.000125
combined,52.8,0.004875
fish-only,48,0.000203125
combined,52.8,0.0029375
fish-only,48,3.125e-05
combined,52.8,0.0010625
fish-only,48,0.000583333333333333
combined,52.8,0.0125625
fish-only,48,0.00046875
combined,52.8,0.005
fish-only,48,0.00028125
combined,52.8,0.0099375
fish-only,48,0.0003125
combined,52.8,0.000375
fish-only,48,0.0001875
combined,52.8,0.00625
fish-only,48,0.0004375
combined,52.8,0.0094375
fish-only,48,0.0009375
combined,52.8,0.0035625
fish-only,48,0.0004375
combined,52.8,0.01290625
fish-only,48,0.0004375
combined,52.8,0.0008125
fish-only,48,0.0004375
combined,52.8,0.0015625
fish-only,48,0.00183333333333333
combined,52.8,0.0139375
fish-only,48,0.00335416666666667
combined,52.8,0.0659375
fish-only,48,0.00559375
combined,52.8,0.01815625
fish-only,48,0.0045
combined,52.8,0.00852083333333333
fish-only,48,0.001375
combined,52.8,0.00359375
fish-only,48,0.0025625
combined,52.8,0.0041875
fish-only,48,0.0025
combined,52.8,0.0070625
fish-only,48,0.0044375
combined,52.8,0.044625
fish-only,48,0.003125
combined,52.8,0.04575
fish-only,48,0.00271875
combined,52.8,0.0125
fish-only,48,0.00228125
combined,52.8,0.08634375
fish-only,48,0.0061875
combined,52.8,0.0220625
fish-only,48,0.000875
combined,52.8,0.0874375
fish-only,48,0.0048125
combined,52.8,0.077875
fish-only,48,0.00025
combined,52.8,0.0615625
fish-only,48,0.0015625
combined,52.8,0.1485625
fish-only,48,0.000375
combined,52.8,0.08825
fish-only,48,0.00321875
combined,52.8,0.030125
fish-only,48,0.0084375
combined,52.8,0.02259375
fish-only,48,0.005546875
combined,52.8,0.005921875
fish-only,48,0.004609375
combined,52.8,0.00540625
fish-only,48,0.0105625
combined,52.8,0.012046875
fish-only,48,0.005640625
combined,52.8,0.012546875
fish-only,48,0.001421875
combined,52.8,0.0166875
fish-only,48,0.004984375
combined,52.8,0.009921875
fish-only,48,0.0008125
combined,52.8,0.003390625
fish-only,48,0.0091875
combined,52.8,0.011109375
fish-only,48,0.00390625
combined,52.8,0.01625
fish-only,48,0.00646875
combined,52.8,0.006609375
fish-only,48,0.0060625
combined,52.8,0.017296875
fish-only,48,0.003828125
combined,52.8,0.003859375
fish-only,48,0.010796875
combined,52.8,0.012875
fish-only,48,0.011265625
combined,52.8,0.0130625
fish-only,48,0.00625
combined,52.8,0.008484375
fish-only,48,0.01715625
combined,52.8,0.01875
fish-only,48,0.006546875
combined,52.8,0.007546875
fish-only,48,0.002640625
combined,52.8,0.00740625
fish-only,48,0.005234375
combined,52.8,0.008265625
fish-only,48,0.002875
combined,52.8,0.003015625
fish-only,48,0.004328125
combined,52.8,0.005953125
fish-only,48,0.005
combined,52.8,0.005765625
fish-only,48,0.0168125
combined,52.8,0.018125
fish-only,48,0.00496875
combined,52.8,0.00628125
fish-only,48,0.012578125
combined,52.8,0.01428125
fish-only,48,0.024015625
combined,52.8,0.02584375
fish-only,48,0.02828125
combined,52.8,0.0321875
fish-only,48,0.0095
combined,52.8,0.027625
fish-only,48,0.02071875
combined,52.8,0.0474375
fish-only,48,0.02203125
combined,52.8,0.0253125
fish-only,48,0.00609375
combined,52.8,0.0165625
fish-only,48,0.00765625
combined,52.8,0.01
fish-only,48,0.003171875
combined,52.8,0.009890625
fish-only,48,0.00778125
combined,52.8,0.046375
fish-only,48,0.0079375
combined,52.8,0.00809375
fish-only,48,0.00115625
combined,52.8,0.00115625
fish-only,48,0.002390625
combined,52.8,0.005265625
fish-only,48,0.0043125
combined,52.8,0.00846875
fish-only,48,0.0038125
combined,52.8,0.01996875
fish-only,48,0.002046875
combined,52.8,0.018796875
fish-only,48,0.009296875
combined,52.8,0.01534375
fish-only,48,0.01003125
combined,52.8,0.01009375
fish-only,48,0.0074375
combined,52.8,0.00765625
fish-only,48,0.00890625
combined,52.8,0.01203125
fish-only,48,0.005171875
combined,52.8,0.0053125
fish-only,48,0.0068125
combined,52.8,0.0179375
fish-only,48,0.00790625
combined,52.8,0.02371875
fish-only,48,0.01428125
combined,52.8,0.01515625
fish-only,48,0.01390625
combined,52.8,0.0145625
fish-only,48,0.0095
combined,52.8,0.01475
fish-only,48,0.0061875
combined,52.8,0.0065625
fish-only,48,0.0050625
combined,52.8,0.0055
fish-only,48,0.00471875
combined,52.8,0.00496875
fish-only,48,0.00515625
combined,52.8,0.006375
fish-only,48,0.0110625
combined,52.8,0.013375
fish-only,48,0.00725
combined,52.8,0.01046875
fish-only,48,0.00775
combined,52.8,0.00778125
fish-only,48,0.004375
combined,52.8,0.02734375
fish-only,48,0.00504166666666667
combined,52.8,0.00508333333333333
fish-only,48,0.03628125
combined,52.8,0.0365625
fish-only,48,0.0175625
combined,52.8,0.0233125
fish-only,48,0.0230625
combined,52.8,0.02675
fish-only,48,0.0209375
combined,52.8,0.0231666666666667
fish-only,48,0.010875
combined,52.8,0.012875
fish-only,48,0.0171875
combined,52.8,0.017875
fish-only,48,0.01290625
combined,52.8,0.0139375
